svensk,german,optional,page,chapter
energivaror,Energiewaren,"",105,18
komma,ihåg sich erinnern,"(kommer, kom, kommit)",106,18
operasångerska,Opernsängerin,"(-n, operasångerskor, operasångerskorna)",107,18
fläskfilé,Schweinefilet,"(-n, -er, -erna)",108,18
Frankrike,Frankreich,"",108,18
Kebnekaise,Kebnekaise,"",110,18
befokningstäthet,Bevölkerungsdichte,"",110,19
separat,separat,(-a),111,19
protestant,Protestant,"(-en, -er, -erna)",111,19
föreslå,vorschlagen,"(-r, förslog, föreslagit)",111,19
stilig,elegant,"(-t, -a)",114,19
singeltjej,Singlemädchen,"(-en, -er, -erna)",114,19
inne,in,"",115,19
körkort,Führerschein,"(-et, −, -en)",115,19
verka,erscheinen,"(-r, -de, -t)",116,20
spara,speichern,"(-r, -de, -t)",118,20
skärm,Schirm,"(-en, -ar, -arna)",118,20
lösenord,Passwort,"(-et, −, -en)",119,20
stoppa,in einstecken,"(-r, -de, -t)",119,20
förbjudet,verboten,"",120,20
lax,Lachs,"(-en, -ar, -arna)",121,20
potatismos,Kartoffelpüree,(-et),123,20
brännvin,Branntwein,(-et),123,20
älgbulle,Elchfrikadelle,"(-n, -ar, -arna)",123,20
rökt,geräuchert,(-a),123,21
saft,Saft,"(-en, -er, -erna)",123,21
fett,Fett,"(-en, -er, -erna)",124,21
ris,Reis,(-et),126,21
nudlar,Nudeln,"",127,21
brasiliansk,brasilianisch,"(-t, -a)",128,21
libanesisk,libanesisch,"(-t, -a)",128,21
tunisisk,tunesisch,"(-t, -a)",128,21
boka,buchen,"(-r, -de, -t)",130,21
post,Post,(-en),131,22
bakterie,Bakterie,"(-n, -r, -rna)",131,22
bort,weg,"",133,22
hushållsarbete,Hausarbeit,"(-t, −, -n)",134,22
saffransrisotto,Saffranrisotto,(-n),134,22
tempus,Tempus,"(-et, −, -en)",136,22
barnvakt,Babysitter/in,"(-en, -er, -erna)",139,22
teknisk,technisch,"(-t, -a)",139,22
apparat,Apparat,"(-en, -er, -erna)",139,22
organisation,Organisation,"(-en, -er, -erna)",141,23
utsikt,Aussicht,"(-en, -er, -erna)",141,23
fantasi,Fantasie,"(-n, -er, -erna)",141,23
äga,besitzen,"(äger, ägde, ägt)",143,23
undra,sich fragen,"(-r, -de, -t)",144,23
parkera,parken,"(-r, -de, -t)",147,23
vodka,Vodka,(-n),147,23
sur,sauer,"(-t, -a)",148,23
recept,Rezept,"(-et, −, -en)",150,24
tipsa,Tipps geben,"(-r, -de, -t)",152,24
kickoff,Kickoff,"(-en, -er, -erna)",153,24
vigsel,Trauung,"(-n, vigslar, vigslarna)",153,24
brännbollsturnering,Brennballturnier,"(-en, -ar, -arna)",153,24
buffé,Buffee,"(-n, -er, -erna)",153,24
enligt,laut,"",155,24
minst,wenigstens,"",157,24
veckonummer,Wochennummer,"(veckonumret, −, veckonumren)",160,25
alla,alle,"",161,25
göra,läxan Hausaufgaben machen,"(gör, gjorde, gjort)",162,25
Golfstömmen,Golfstrom,"",163,25
stå,stilla still stehen,"(-r, -stod, stått)",165,25
torr,trocken,"(-t, -a)",165,25
stämma,stimmen,"(-er, stämde, stämt)",167,25
obligatorisk,verpflichtend,"(-t, -a)",168,26
naturvetenskap,Naturwissenschaft,(-en),168,26
doktorsexamen,Doktorexamen,"",168,26
småtråkig,ein Bißchen langweilig,"(-t, -a)",170,26
nanoteknik,Nanotechnik,(-en),170,26
slöjd,Werken,(-en),172,26
byggföretag,Bauunternehmen,"(-et, −, -en)",174,27
skick,Zustand,"(-et, −, -en)",175,27
kakelugn,Kachelofen,"(-en, -ar, -arna)",177,27
radhus,Reihenhaus,"(-et, −, -en)",177,27
hellre,lieber,"",178,27
opraktisk,unpraktisch,"(-t, -a)",179,27
nackdel,Nachteil,"(-en, -ar, -arna)",181,27
lägenhetsvisning,Wohnungsbesichtigung,"(-en, -ar, -arna)",182,28
färgglad,bunt,"(färglatt, färgglada)",182,28
soffbord,Sofatisch,"(-et, −, -en)",183,28
golvlampa,Stehlampe,"(-n, -or, -orna)",184,28
fåtölj,Sessel,"(-en, -er, -erna)",185,28
drömboende,Traumwohnen,"(-t, -n, -na)",187,28
dags,Zeit,"",187,28
introducera,einführen,"(-r, -de, -t)",189,28
samhällsfråga,gesellschaftliche Frage,"(-n, -or, -orna)",190,28
kopieringsmaskin,Kopierer,"(-en, -er, -erna)",191,28
skopa,Schaufel,"(-n, -or, -orna)",191,29
vaktmästare,Hausmeister,"(-n, −, -vaktmästarna)",191,29
IT-avdelning,IT-Abteilung,"(-en, -ar, -arna)",191,29
klippning,Haareschneiden,"(-en, -ar, -arna)",193,29
ge,upp aufgeben,"(-r, gav, givit)",193,29
Spotify,Spotify,"",194,29
datanörd,Computernerd,"(-en, -ar, -arna)",194,29
dröja,warten,"(-er, -de, -t)",195,29
midja,Taille,"(-n, -or, -orna)",197,29
yngre,jünger,"(ung, yngre, yngst)",94,16
gatunummer,Hausnummer,"(gatunumret, gatunumren)",94,16
obetonad,unbetont,"(-t,-e)",95,16
snart,bald,"",96,16
reception,Rezeption,"(-en, -er, -erna)",97,17
korsning,Kreuzung,"(-en, -ar, -arna)",99,17
förbi,vorbei,"",100,17
prognos,Vorhersage,"(-en, -er, -erna)",102,17
skandinavisk,skandinavisch,"(-t, -a)",103,17
Öland,Öland,"",103,17
istid,Eiszeit,"(-en, -er, -erna)",105,17
sämre,schlechter,"",105,18
export,Export,"(-en, -er, -erna)",105,18
mineralvaror,Mineralwaren,"",105,18
säker,sicher,"(-t, säkra)",106,18
idrottare,Sportler/in,"(-n, −, idrottarna)",107,18
studenttidning,Studentenzeitung,"(-en, -ar, -arna)",108,18
Österrike,Österreich,"",108,18
Polen,Polen,"",108,18
jiddish,Jiddisch,"",110,18
flod,Fluss,"(-en, floder, floderna)",110,19
enkel,einfach,"(-t, enkla)",111,19
jude,Jude,"(-n, judar, judarna)",111,19
verbfras,Verbphrase,"(-en, -er, -erna)",111,19
metod,Methode,"(-en, -er, -erna)",114,19
hänga,zusammen abhängen,"(hänger, hängde, hängt) (vard)",114,19
sportbar,Sportbar,"(-en, -er, -erna)",115,19
stryka,bügeln,"(stryker, strök, strukit)",115,19
ointressant,uninteressant,(-a),116,19
sladd,Kabel,"(-en, -ar, -arna)",118,20
punkt,Punkt,"(-en, -er, -erna)",118,20
klicka,klicken,"(-r, -de, -t)",119,20
länk,Link,"(-en, -ar, -arna)",119,20
antivirusprogram,Anti-Virus-Software,"(-met, −, -men)",119,20
råg,Roggen,(-en),121,20
kokt,gekocht,(-a),123,20
1800-tal,19. Jahrhundert,(-et),123,20
gryta,Eintopf,"(-n, grytor, grytorna)",123,20
strömming,Ostseehering,"(-en, -ar, -arna)",123,21
gravad,in Salz und Zucker mariniert,"(gravat, -e)",123,21
grönsak,Gemüse,"(-en, -er, -erna)",124,21
kräfta,Krebs,"(-n, -kräftor, kräftorna)",125,21
döda,töten,"(-r, -de, -t)",127,21
torka,trocknen,"(-r, -de, -t)",127,21
finsk,finnisch,"(-t, -a)",128,21
rysk,russisch,"(-t, -a)",128,21
full,voll,"(-t, -a)",130,21
skolklass,Schulklasse,"(-en, -er, -erna)",131,22
modell,Model,"(-en, -er, -erna)",133,22
därifrån,daher,"",133,22
ledig,frei,"(-t, -a)",134,22
middagsgäst,Gast zum Abendessen,"(-en, -er, -erna)",134,22
flygvärdinna,Flugbegleiter/in,"(-n, flygvärdinnor, flygvärdinnorna)",136,22
simlärare,Schwimmlehrer/in,"(-n, −, simlärarna)",139,22
människa,Mensch,"(-n, människor, människorna)",139,22
extrajobb,Nebenjob,"(-et, −, -en)",139,22
mobiltelefoni,Mobiltelefonie,(-n),141,23
grilla,grillen,"(-r, -de, -t)",141,23
klippa,gräs Rasen mähen,"(-er, -te, -t)",141,23
numrera,nummerieren,"(-r, -de, -t)",144,23
paraply,Regenschirm,"(-et, -er, -erna)",146,23
dörr,Türe,"(-en, -ar, -arna)",147,23
sprit,Hochprozentiger,(-en),148,23
hända,passieren,"(-er, -de, -t)",149,24
yttersko,Schuh für draußen,"(-n, -r, -rna)",152,24
inflyttningsfest,Einweihungsparty,"(-en , -er, -erna)",153,24
o.s.a.,u.A.w.g.,"",153,24
fotbollsplan,Fußballfeld,"(-en, -er, -erna)",153,24
såklart,natürlich,"",154,24
centiliter,10 ml,"(-n, −, -na)",157,24
ägg,Ei,"(-et, −, -en)",158,24
en,einer,"",160,25
mörker,Dunkel,(mörkret),161,25
"lektion (-en, -er, -erna) (Unterrichts-)Stunde",undefined,"(-en, -er, -erna) (Unterrichts-)",162,25
mild,mild,"(milt, milda)",163,25
räcker,reicht,"",164,25
långkalsonger,lange Unterhose,(-na),165,25
motivera,motivieren,"(-r, -de, -t)",165,25
termin,Semester,"(-en, -er, -erna)",168,26
utbildningssystem,Ausbildungssystem,"(-et, −, -en)",168,26
påsk,Ostern,(-en),168,26
ovanlig,ungewöhnlich,"(-t, -a)",168,26
forskarutbildning,Forscherausbildung,(-en),168,26
favoritämne,Lieblingsfach,"(-t, -n, -na)",170,26
problem,Problem,"(-et, −, -en)",170,26
tonåring,Teenager,"(-en, -ar, -arna)",171,26
advokatbyrå,Anwaltsbüro,"(-n, -er, -erna)",171,26
verbpartikel,Verbpartikel,"",173,26
praktik,Praktikum,(-en),174,26
Kapitel,17,"",175,27
spis,"Ofen, Kamin","(-en, -ar, -arna)",175,27
inomhus,drinnnen,"",175,27
nyrenoverad,frisch renoviert,(-e),177,27
källare,Keller,"(-n, −, källarna)",177,27
korridor,Gang,"(-en, -er, -erna)",177,27
storstadsregion,Großstadtregion,"(-en, -er, -erna)",177,27
bostadsannons,Wohnungsanzeige,"(-en, -er, -erna)",178,27
hög,hoch,"(-t, -a)",178,27
närmare,näher,"",179,27
fördel,Vorteil,"(-en, -ar, -arna)",181,27
diskussion,Diskussion,"(-en, -er, -erna)",181,27
prospekt,Prospekt,"(-et, −, -en)",182,28
fotografi,Photo,"(-et, -er, -erna)",182,28
innergård,Innenhof,"(-en, -ar, -arna)",182,28
kylskåp,Kühlschrank,"(-et, −, -en)",184,28
skrivbordslampa,Schreibtischlampe,"(-n, -or, -orna)",185,28
drömlägenhet,Traumwohnung,"(-en, -er, -erna)",186,28
kaffeapparat,Kaffeemaschine,"(-en, -er, -erna)",187,28
reduktion,Reduktion,"",189,28
husdjur,Haustier,"(-et, −, -en)",189,28
samhälle,Gesellschaft,"(-t, -en, -ena)",190,28
tärningsslag,Würfelwurf,"(-et, −, -en)",94,16
pendeltåg,S-Bahn,"(-et, −, -en)",95,16
anslutningsbuss,Anschlussbus,"(-en, -ar, -arna)",97,17
utställning,Ausstellung,"(-en, -ar, -arna)",97,17
längs,entlang,"",99,17
korsa,überqueren,"",100,17
sms,Sms,"(:et, −, :en)",103,17
förkortning,Abkürzung,"(-en, -ar, -arna)",103,17
kust,Küste,"(-en, -er, -erna)",103,17
samisk,samisch,"(-t, -a)",105,17
arbetskraft,Arbeitskraft,(-en),105,18
femtedel,Fünftel,"(-en, -ar, -arna)",105,18
skogsvaror,Waldwaren,"",105,18
exportera,exportieren,"(-r, -de, -t)",106,18
regissör,Regisseur/in,"(-en, -er, -erna)",107,18
utbytesstudent,Austauschstudent,"(-en, -er, -erna)",108,18
sylt,Marmelade,(-en),108,18
gullig,süß,"(-t, -a)",109,18
minoritetsspråk,Minoritätssprache,"(-et, −, -en)",110,18
förnamn,Vorname,"(-et, −, -en)",111,19
religion,Religion,"(-en, -er, -erna)",111,19
producera,herstellen,"(-r, -de,-t)",111,19
dejta,treffen,"(-r, -de, -t)",113,19
nätdejting,Netzdating,(-en),114,19
sportig,sportlich,"(-t, -a)",114,19
korvkiosk,Würstchenbude,"(-en, -er, -erna)",115,19
sitta,bak hinten sitzen,"(sitter, satt, suttit)",115,19
Va!,Was!,"",116,20
kabel,Kabel,"(-n, kablar, kablarna)",118,20
mus,Maus,(-en),118,20
logga,in einloggen,"(-r, -de, -t)",119,20
stänga,av ausschalten,"(stänger, stängde, stängt)",119,20
Pang!,Peng!,"",119,20
Kapitel,12,"",121,20
klimat,Klima,"(-et, −, -en)",123,20
1600-tal,17. Jahrhundert,(-et),123,20
ton,Tonne,(-net),123,20
inlagd,eingelegt,"(inlagt, -a)",123,20
vild,Wild,"(vilt, -a)",123,21
matvana,Essgewohnheiten,"(-n, matvanor, matvanorna)",124,21
vegetarian,Vegetarier,"(-en, -er, -erna)",124,21
fräsch,frisch,"(-t, -a)",126,21
koka,kochen,"(-r, -de, -t)",127,21
etiopisk,äthiopisch,"(-t, -a)",128,21
mexikansk,mexikanisch,"(-t, -a)",128,21
österrikisk,österreichisch,"(-t, -a)",128,21
frasbetoning,Phrasenakzent,"(-en, -ar, -arna)",131,21
värld,Welt,"(-en, -ar, -arna)",131,22
nere,unten,"",133,22
parentes,Klammer,"(-en, -er, -erna)",133,22
labb,Labor,"(-et, −, -en)",134,22
chef,Chef,"(-en, -er, -erna)",135,22
tennislärare,Tennislehrer/in,"(-n, −, tennislärarna)",139,22
bilmekaniker,Automechaniker/in,"(-n, −, -na)",139,22
social,sozial,"(-t, -a)",139,22
arbetsuppgift,Arbeitsaufgabe,"(-en, -er, -erna)",140,23
landställe,Landhaus,"(-t, -n, -na)",141,23
blåbär,Heidelbeere,"(-et, −, -en)",141,23
ökning,Steigerung,"(-en, -ar, -arna)",143,23
lakan,Laken,"(-et, −, -en)",144,23
glittra,glitzern,"(-r, -de, -t)",147,23
nubbe,Gläschen Schnapps,"(-n, -ar, -arna)",147,23
lukta,riechen,"(-r, -de, -t)",148,23
naken,nackt,"(naket, nakna)",149,24
etikett,Etikette,"(-en, -er, -erna)",152,24
grillfest,Grillparty,"(-en, -er, -erna)",153,24
fira,feiern,"(-r, -de, -t)",153,24
medelsvensson,Durchschnittsschwede,"",155,24
grädde,Sahne,(-n),157,24
tabell,Tabelle,"(-en, -er, -erna)",159,25
vid,bei,"",160,25
"personnummer (personnumret, −, personnumren)",undefined,"(personnumret, −, personnumren)",161,25
rekord,Rekord,"(-et, −, -en)",163,25
årstid,Jahreszeit,"(-en, -er, -erna)",163,25
lager,Lager,"(lagret, −, lagren)",164,25
hand,Hand,"(-en, händer, händerna)",165,25
vind,Wind,"(-en, -ar, -arna)",165,25
sträng,streng,"(-t, -a)",165,25
subjunktion,Subjunktion,"",167,25
gymnasium,Gymnasium,"(gymnasiet, gymnasier, gymnasierna)",168,26
kommunal,"kommunal, Gemeindefriskola","(-t, -a)",168,26
påsklov,Osterferien,(-et),168,26
program,Programm,"(-met, −, -men)",168,26
studielån,staatliches Studiendarlehen,"(-et, −, -en)",168,26
industriland,Industrienation,"(-et, industriländer, industriländerna)",168,26
fokusera,fokusieren,"(-r, -de, -t)",170,26
matematisk,mathematisch,"(-t, -a)",170,26
tuff,anstrengend,"(-t, -a)",170,26
spela,gitarr Gitarre spielen,"(-r, -de, -t)",171,26
naturkunskap,Naturkunde,(-en),172,26
frilansa,freelancen,"(-r, -de, -t)",174,26
tidsutryck,Zeitausdruck,"(-et, −, -en)",174,27
hyreslägenhet,Mietwohnung,"(-en, -er, -erna)",175,27
villa,Einfamilienhaus,"(-n, -or, -orna)",175,27
balkong,Balkon,"(-en, -er, -erna)",177,27
kvadratmeter,Quadratmeter,"(-n, −, kvadratmetrarna)",177,27
andrahandslägenhet,Zweiter-Hand-Wohnung,"(-en, -er, -erna)",178,27
betala,bezahlen,"(-r, -de, -t)",178,27
kolla,upp herausfinden,"(-r, -de, -t)",179,27
tidig,früh,"(-t, -a)",181,28
hall,Flur,"(-en, -ar, -arna)",182,28
välplanerad,gut geplant,"(välplanerat, välplanerade)",182,28
hörn,Ecke,"(-et, −, -en)",183,28
skåp,Schrank,"(-et, −, -en)",185,28
ritning,Plan,"(-en, -ar, -arna)",186,28
förresten,übrigens,"",187,28
genomsnitt,Durchschnitt,"(-et, −, -en)",189,28
snabbkaffe,Pulverkaffee,(-t),190,28
projektor,Projektor,"(-n, -er, -erna)",191,28
matchande,passend,"",191,29
vara,sist der/die Letzte sein,"(är, var, varit)",191,29
årskurs,Jahrgang,"(-en, -er, -erna)",94,16
Köpenhamn,Kopenhagen,"",96,16
framme,da,"",97,17
verkligen,wirklich,"",97,17
passera,vorbeigehen,"(-r, -de, -t)",100,17
tunnel,Tunnel,"(-n, -tunnlar, tunnlarna)",101,17
längta,efter sich sehnen nach,"(-r, -de, -t)",103,17
polcirkel,Polarkreis,"(-n, polcirklar, polcirklarna)",103,17
Europa,Europa,"",103,17
"jordbruksland (-et, -jordbruksländer, jordbruksländerna)",undefined,"(-et, -jordbruksländer, jordbruksländerna)",105,18
samtidig,gleichzeitig,"(-t, -a)",105,18
stål,Stahl,"(-et, −, -en)",105,18
övriga,übrige,"",105,18
vetenskapsman,Wissenschaftler/in,"(-nen, vetenskapsmän, vetenskapsmännen)",107,18
mil,10 km,(-en),108,18
pasta,Pasta,(-n),108,18
hemsk,schrecklich,"(-t, -a)",109,18
statsskick,Staatsform,"(-et, , -en)",110,18
tilltalsnamn,benutzter Name,"(-et, −, -en)",111,19
åkermark,Anbaugebiet,"(-en, -er, -erna)",111,19
importera,importieren,"(-r, -de, -t)",111,19
ensam,einsam,"(-t, ensamma)",113,19
beskrivning,Beschreibung,"(-en, -ar, -arna)",114,19
löpning,Laufsport,"(-en, -ar, -arna)",114,19
gård,Hof,"(-en, -ar, -arna)",115,19
rätt,Gericht,"",115,19
konjunktion,Konjunktion,"",117,20
snabel-a,@,"(-:et, -:n, -:na)",118,20
utropstecken,Ausrufezeichen,"",118,20
fylla,på nachfüllen,"(-er, -de, -t)",119,20
USB-ingång,USB-Anschluss,(-en),120,20
traditionell,traditionell,"(-t, -a)",123,20
potatissallad,Kartoffelsalat,(-en),123,20
salt,Salz,"(-et, -er, -erna)",123,20
nötkött,Rindfleisch,(-et),123,20
surströmming,fermentierter Hering,"(-en, -ar, -arna)",123,21
jordgubbstårta,Erdbeertorte,"(-n, jordgubbstårtor, jordgubbstårtorna)",123,21
trend,Trend,"(-en, -er, -erna)",124,21
småkakor,Kekse,(-na),126,21
ripa,Schneehuhn,"(-n, -or, -orna)",127,21
nationalitet,Nationalität,"(-en, -er, -erna)",128,21
norsk,norwegisch,"(-t, -a)",128,21
makaroner,Makaroni,(-na),128,21
variera,variieren,"(-r, -de, -t)",131,21
mikrobiolog,Mikrobiologe/Mikrobiologin,"(-en, -er, -erna)",131,22
vart,wohin,"",133,22
segla,segeln,"(-r, -de, -t)",134,22
duka,den Tisch decken,"(-r, -de, -t)",135,22
trädgårdsmästare,Gärtner/in,"(-n, −, trädgårdsmästarna)",139,22
plantera,pflanzen,"(-r, -de, -t)",139,22
reparera,reparieren,"(-r, -de, -t)",139,22
hotellfrukost,Hotelfrühstück,"(-en, -ar, -arna)",141,23
charmig,charmant,"(-t, -a)",141,23
måla,anstreichen,"(-r, -de, -t)",141,23
exklusiv,exklusiv,"(-t, -a)",143,23
inbjudan,Einladung,"",144,23
grusväg,Schotterweg,"(-en, -ar, -arna)",147,23
grad,Grad,"(-en, -er, -erna)",147,23
kantarell,Pfifferling,"(-en, -er, -erna)",148,23
bastu,Sauna,"(-n, -r, -rna)",149,24
kolumn,Spalte,"(-en, -er, -erna)",152,24
bröllop,Hochzeit,"(-et, −, -en)",153,24
äga,rum stattfinden,"(-er, -de, -t)",153,24
picknick,Picknick,"(-en, -ar, -arna)",153,24
bör,soll,"",155,24
starköl,Bier,"(-en, -ar, -arna)",157,24
snacka,reden,"(-r, -de, -t)",158,24
småprata,plaudern,"(-r, -de, -t)",160,25
nöjd,zufrieden,"(nöjt, nöjda)",160,25
deppig,deprimiert,"(-t, -a)",161,25
medeltemperatur,Mitteltemperatur,(-en),163,25
Kiruna,Kiruna,"",163,25
rumpa,Po,"(-n, -or, -orna)",165,25
ämne,Fach,"(-t, -n, -na)",165,25
seminarium,Seminar,"(seminariet, seminarier, seminarierna)",168,26
utbildning,Ausbildung,"(-en, -ar, -arna)",168,26
fordonsprogrammet,Fahrzeugprogramm,"",168,26
stat,Staat,"(-en, -er, -erna)",168,26
extraövning,Extraaufgabe,"(-en, -ar, -arna)",170,26
historielärare,Geschichtslehrer/in,"(-n, −, -historielärarna)",170,26
skoltrött,schulmüde,(-a),171,26
idrott,Sport,"(-en, −, -er)",172,26
process,Prozess,"(-en, -er, -erna)",174,27
tvättstuga,Waschküche,"(-n, -or, -orna)",175,27
avgift,Gebühr,"(-en, -er, -erna)",177,27
studentrum,Studentenzimmer,"(-met, −, -men)",177,27
inneboende,Untermieter/in,(-n),178,27
chans,Chance,"(-en, -er, -erna)",179,27
reparation,Reparatur,"(-en, -er, -erna)",181,27
förening,Verein,"(-en, -ar, -arna)",182,28
bud,Angebot,"(-et, −, -en)",182,28
soffa,Sofa,"(-n, -or, -orna)",185,28
ta,upp båten das Boot an Land bringen,"(-r, tog, tagit)",187,28
konsumtion,Konsum,(-en),189,28
bli,över übrig bleiben,"(-r, blev, blivit)",191,28
port,Anschluss,"(-en, -ar, -arna)",191,29
telefonsamtal,Telefongespräch,"(-et, −, -en)",192,29
central,zentral,"(-t, -a)",193,29
lansera,einführen/ auf den Markt bringen,"(-r, -de, -t)",194,29
miljonär,Millionär,"(-en, -er, -erna)",194,29
avdelning,Abteilung,"(-en, -ar, -arna)",195,29
leverans,Lieferung,"(-en, -er, -erna)",196,29
vad,Wade,"(-en, -er, -erna)",197,29
ögonbryn,Augenbraue,"(-et, −, -en)",197,30
stund,Weile,"(-en, -er, -erna)",199,30
dyka,tauchen,"(-er, dök, dykit)",199,30
vårdcentral,Zentrum für ambulante Behandlung,"(-en, -er, -erna)",203,30
hostmedicin,Hustensaft,"(-en, -er, -erna)",203,30
stå,"i entsprechen, kosten","(-r, stod, stått)",209,31
surrealism,Surrealismus,(-en),97,17
förklaring,Erklärung,"(-en, -ar, -arna)",100,17
fågel,Vogel,"(-n, fåglar, fåglarna)",101,17
bada,"baden, schwimmen","(-r, -de, -t)",103,17
Kapitel,10,"",103,17
Gotland,Gotland,"",103,17
parlament,Parlament,"(-et, −, -en)",105,17
därför,deshalb,"",105,18
Mellanöstern,Nahost,"",105,18
järn,Eisen,"(-et, −, -en)",105,18
de,flesta,"",106,18
diplomat,Diplomat/in,"(-en, -er, -erna)",107,18
normal,normal,"(-t, -a)",108,18
jättegullig,sehr süß,"(-t, -a)",108,18
Usch!,Igitt!,"",108,18
Fluss,Schwedens,"",110,18
valuta,Währung,"(-n, -valutor, valutorna)",110,19
geografi,Geografie,(-n),111,19
muslim,Moslem,"(-en, -er, -erna)",111,19
idrottsman,Sportler,"(-nen, idrottsmän, idrottsmännen)",111,19
bjuda,einladen,"(bjuder, bjöd, bjudit)",113,19
svar,Antwort,"(-et, −, -en)",114,19
dröm,Traum,"(-men, -mar, -marna)",114,19
plats,Raum,"(-en, -er, -erna)",115,19
opera,Oper,"(-n, -operor, operorna)",116,19
så,so,"",117,20
skriva,ut ausdrucken,"(-er, skrev, skrivit)",118,20
öppna,öffnen,"(-r, de, -t)",118,20
koppla,anschließen,"(-r, -de, -t)",119,20
trasig,kaputt,"(-t, -a)",119,20
stavelse,Silbe,"(-n, -er, -rna)",120,20
växt,Pflanze,"(-en, -er, -erna)",123,20
nykokt,frisch gekocht,(-a),123,20
tunn,dünn,"(-t, -a)",123,20
ostkust,Ostküste,(-en),123,20
smak,Geschmack,"(-en, -er, -erna)",123,21
färsk,frisch,"(-t, -a)",123,21
tidigare,früher,"",124,21
kåldolme,Kohlroulade,"(-n, kåldolmar, kåldolmarna)",126,21
tofu,Tofu,(-n),127,21
subjunktion,Subjunktion,"(-en, -er, -erna)",127,21
kenyansk,kenianisch,"(-t, -a)",128,21
spansk,spanisch,"(-t, -a)",128,21
lyx,Luxus,(-en),130,21
pilot,Pilot/in,"(-en, -er, -erna)",131,22
borta,weg,"",133,22
doktorera,promovieren,"(-r, -de, -t)",134,22
frukostmöte,Früstücksmeeting,"(-t, -n, -na)",134,22
videokonferens,Videokonferenz,"(-en, -er, -erna)",135,22
bröllopsfotograf,Hochzeitsfotograf/in,"(-en, −, -erna)",139,22
händig,geschickt,"(-t, -a) (handwerklich)",139,22
elektronisk,elektronisch,"(-t, -a)",139,22
vattengympapass,Trainingseinhet Wassergymnastik,"(-et, −, -en)",140,23
stuga,Häuschen,"(-n , stugor, stugorna)",141,23
filmjölk,saure Milch,(-en),141,23
fritidshus,Freizeithaus,"(-et, −, -en)",143,23
Småland,Småland,"",144,23
färjeläge,Fährenanlegeplatz,"(-t, -n, -na)",147,23
hjärta,Herz,"(-t, -n, -na)",147,23
snapsvisa,Schnappslied,"(-n, -or, -orna)",148,23
paj,Quiche,"(-en, -er, -erna)",149,23
skåla,sich zuprosten,"(-r, -de, -t)",151,24
vett,Anstand,(-et),152,24
barnkalas,Kinderfeier,"(-et, −, -en)",153,24
festvåning,Festetage,"(-en, -ar, -arna)",153,24
halvvägs,halbwegs,"",153,24
skämta,witzeln,"(-r, -de, -t)",155,24
tjock,dick,"(-t, -a)",157,24
Försäkringskassan,Sozialversicherungsbehörde,"",159,25
bergstopp,Bergspitze,"(-en , -ar, -arna)",160,25
exakt,genau,(-a),161,25
minusgrad,Minusgrad,"(-en, -er, -erna)",163,25
meteorologi,Meteorologie,(-n),163,25
fot,Fuß,"(-en, fötter, fötterna)",165,25
betyg,Noten,"(-et, −, -en)",165,25
grundskola,Grundschule,"(-n, -or, -orna)",168,26
sportlov,Sportferien,(-et),168,26
finansiera,finanzieren,"(-r, -de, -t)",168,26
skolgång,Schulgang,(-en),170,26
Sydamerika,Südamerika,"",170,26
juristprogram,Jura,"(-met, −, -men)",171,26
mäklare,Makler/in,"(-n, −, mäklarna)",174,26
förort,Vorort,"(-en, -er, -erna)",175,27
tvättmaskin,Waschmaschine,"(-en, -er, -erna)",175,27
renoveringsobjekt,Objekt mit Renovierungsbedarf,"(-et, −, -en)",177,27
vind,Dachboden,"(-en, -ar, -arna)",177,27
husbåt,Hausboot,"(-en, -ar, -arna)",177,27
kollektiv,öffentlich,"(-et, −, -en)",178,27
sophämtning,Müllabfuhr,(-en),178,27
renoveringschans,Renovierungschance,"(-en, -er, -erna)",179,27
bingo,Bingo,(-n),180,27
emot,gegen,"",181,27
hälsa,välkommen willkommen heißen,"(-r, -de, -t)",182,28
svartvit,schwarzweiß,"(-t, -a)",182,28
lägga,ett bud bieten,"(-er, la/lade, lagt)",182,28
irriterad,irritiert,"(irriterat, irriterade)",184,28
luftig,luftig,"(-t, -a)",187,28
möjlig,möglich,"(-t, -a)",189,28
import,Import,(-en),190,28
annars,sonst,"",191,29
fjärrkontroll,Fernbedienung,"(-en, -er, -erna)",191,29
genetiv,Genitiv,"(-et, −, -en)",192,29
ligga,liegen,"(ligger, låg, legat)",193,29
olaglig,gesetzeswidrig,"(-t, -a)",194,29
webb-sida,Homepage,"(-n, -or, -orna)",194,29
rubrik,Überschrift,"(-en, -er, -erna)",194,29
återkomma,später versuchen,"(-er, återkom, återkommit)",195,29
Kapitel,19,"",197,29
häl,Ferse,"(-en, -ar, -arna)",197,29
armbåge,Ellbogen,"(-n, -ar, -arna)",197,29
testa,testen,"(-r, -de, -t)",197,30
croupier,Croupier,"(-n, -er, -erna)",199,30
ja- och nej fråga,Ja-Nein-Frage,"(-n, -or, -orna)",201,30
bestämd form,bestimmte Form,"",33,6
sjö,See,"(-n, -ar, -arna)",103,17
ursprungsbefolkning,Ursprungsbevölkerung,"(-en, -ar, -arna)",105,17
Nordamerika,Nordamerika,"",105,18
flykting,Flüchtling,"(-en, -ar, -arna)",105,18
telekom,Telekom,"",105,18
ställa,frågor Fragen stellen,"(ställer, ställde, ställt)",106,18
politiker,Politiker/in,"(-n, −, -na)",107,18
utlänning,Ausländer,"(-en, -ar, -arna)",108,18
